Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5735921420,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
