Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,26.44478485,13.23788546,-8.422485898,7.894736842,7.317073163,3.030303031,9.558823537,10.06711409,17.68292682,18.13471503,29.8245614,56.08108108,116.4502165,73.09166667,54.44128833,50.07013934,116.503604,22.29556641,122.8745146,39.66531379,10.30544067,24.56541608,39.81506788,31.35926763,25.22369203,37.25906649,18.03143901,10.05611674,24.95984247,24.87025544,59.4615537,46.56101968,27.88520864,14.62416667,4.865397851,40.24093312,41.50949629,9.360932396,29.77297972,18.04273882,15.43899202,11.67918394,10.73426655,16.49463961,19.24694822,10.73338984,8.728459371,11.18634094,11.66619231,15.48961603,17.1499695,17.45463471,12.37192155,7.808765166,7.143640033,9.887289563,9.971088675,31.2558951
